id,accession,organism,collection_date,country,host,isolation_source,coded_by,protein_id,taxon_id,isolate
1875,ACZ72093.1,SARS coronavirus wtic-MB,2008-03-28 00:00:00,USA: Tennessee,,,FJ882949.1:21453..25220,1,793,wtic-MB
1876,ACZ72065.1,SARS coronavirus wtic-MB,2008-03-28 00:00:00,USA: Tennessee,,,FJ882947.1:21452..25219,1,793,wtic-MB
1877,ACZ72050.1,SARS coronavirus wtic-MB,2008-03-28 00:00:00,USA: Tennessee,,,FJ882946.1:21453..25220,1,793,wtic-MB
1878,ACZ71946.1,SARS coronavirus wtic-MB,2008-03-28 00:00:00,USA: Tennessee,,,FJ882939.1:21452..25219,1,793,wtic-MB
1879,ACZ71931.1,SARS coronavirus wtic-MB,2007-09-22 00:00:00,USA: Tennessee,,,FJ882938.1:21472..25239,1,793,wtic-MB
1880,ACZ71916.1,SARS coronavirus wtic-MB,2008-03-28 00:00:00,USA: Tennessee,,,FJ882937.1:21454..25221,1,793,wtic-MB
1881,ACZ71901.1,SARS coronavirus wtic-MB,2008-03-28 00:00:00,USA: Tennessee,,,FJ882936.1:21452..25219,1,793,wtic-MB
1882,ACZ71886.1,SARS coronavirus wtic-MB,2008-03-28 00:00:00,USA: Tennessee,,,FJ882935.1:21453..25220,1,793,wtic-MB
1883,ACZ71871.1,SARS coronavirus wtic-MB,2008-03-28 00:00:00,USA: Tennessee,,,FJ882934.1:21452..25219,1,793,wtic-MB
1884,ACZ71856.1,SARS coronavirus wtic-MB,2008-03-28 00:00:00,USA: Tennessee,,,FJ882933.1:21454..25221,1,793,wtic-MB
1885,ACZ71841.1,SARS coronavirus wtic-MB,2008-03-28 00:00:00,USA: Tennessee,,,FJ882932.1:21452..25219,1,793,wtic-MB
1886,ACZ71767.1,SARS coronavirus wtic-MB,2007-09-26 00:00:00,USA: Tennessee,,,FJ882927.1:21472..25239,1,793,wtic-MB
1887,AHX37569.1,Rhinolophus affinis coronavirus,2011-01-01 00:00:00,China,Rhinolophus affinis,alimentary,KF569997.1:80..3859,1,794,LYRa3
1888,AHX37558.1,Rhinolophus affinis coronavirus,2011-01-01 00:00:00,China,Rhinolophus affinis,alimentary,KF569996.1:21499..25278,1,794,LYRa11
1889,AAV97984.1,SARS coronavirus A001,,,,palm civets,AY687354.1:1..3768,1,796,SARS coronavirus A001
1890,AAV97985.1,SARS coronavirus A013,,,,palm civets,AY687355.1:1..3768,1,797,SARS coronavirus A013
1891,AAV97986.1,SARS coronavirus A021,,,,palm civets,AY687356.1:1..3768,1,798,SARS coronavirus A021
1892,AAV98003.1,SARS coronavirus A022,,,,raccoon dogs,AY687373.1:1..3768,1,799,SARS coronavirus A022
1893,AAV91631.1,SARS coronavirus A022,,,,palm civet,AY686863.1:21441..25208,1,799,SARS coronavirus A022
1894,AAV97987.1,SARS coronavirus A030,,,,raccoon dogs,AY687357.1:1..3768,1,800,SARS coronavirus A030
1895,AAV97988.1,SARS coronavirus A031,,,,raccoon dogs,AY687358.1:1..3768,1,801,SARS coronavirus A031
1896,AAQ94060.1,SARS coronavirus AS,,,,sputum sample of March 2003,AY427439.1:21476..25243,1,802,AS
1897,AAV97989.1,SARS coronavirus B012,,,,palm civets,AY687359.1:1..3768,1,803,SARS coronavirus B012
1898,AAV97990.1,SARS coronavirus B024,,,,palm civets,AY687360.1:1..3768,1,804,SARS coronavirus B024
1899,AAV97991.1,SARS coronavirus B029,,,,palm civets,AY687361.1:1..3768,1,805,SARS coronavirus B029
1900,AAV97992.1,SARS coronavirus B033,,,,palm civets,AY687362.1:1..3768,1,806,SARS coronavirus B033
1901,AAV49730.1,SARS coronavirus B039,,,palm civet,,AY686864.1:21451..25218,1,807,B039
1902,AAV97993.1,SARS coronavirus B039,,,,palm civets,AY687363.1:1..3768,1,807,SARS coronavirus B039
1903,AAV97994.1,SARS coronavirus B040,,,,palm civets,AY687364.1:1..3768,1,808,SARS coronavirus B040
1904,AAS48453.1,SARS coronavirus BJ01,,China,,,AY536757.3:73..>569,1,809,BJ01
1905,AAP30030.1,SARS coronavirus BJ01,,,,,AY278488.2:21473..25240,1,809,BJ01
1906,AAY60780.1,SARS coronavirus BJ162,,China: Beijing,,,AY864805.1:21492..25259,1,813,BJ162
1907,ACB69905.1,SARS coronavirus BJ182-12,,,,,EU371564.1:21492..25259,1,814,SARS coronavirus BJ182-12
1908,ACB69883.1,SARS coronavirus BJ182-4,,,,,EU371562.1:21492..25259,1,815,SARS coronavirus BJ182-4
1909,ACB69894.1,SARS coronavirus BJ182-8,,,,,EU371563.1:21492..25259,1,816,SARS coronavirus BJ182-8
1910,ACB69860.1,SARS coronavirus BJ182a,,,,,EU371560.1:21492..25259,1,817,SARS coronavirus BJ182a
1911,ACB69872.1,SARS coronavirus BJ182b,,,,,EU371561.1:21492..25259,1,818,SARS coronavirus BJ182b
1912,AAY60793.1,SARS coronavirus BJ202,,,,,AY864806.1:21492..25259,1,819,SARS coronavirus BJ202
1913,AAR07631.1,SARS coronavirus BJ302,,,,,AY429079.1:1..3768,1,821,SARS coronavirus BJ302
1914,AAR07630.1,SARS coronavirus BJ302,,,,,AY429078.1:1..3768,1,821,SARS coronavirus BJ302
1915,AAR07629.1,SARS coronavirus BJ302,,,,,AY429077.1:1..3768,1,821,SARS coronavirus BJ302
1916,AAR07628.1,SARS coronavirus BJ302,,,,,AY429076.1:1..3768,1,821,SARS coronavirus BJ302
1917,AAR07627.1,SARS coronavirus BJ302,,,,,AY429075.1:1..3768,1,821,SARS coronavirus BJ302
1918,AAR07626.1,SARS coronavirus BJ302,,,,,AY429074.1:1..3768,1,821,SARS coronavirus BJ302
1919,AAR07625.1,SARS coronavirus BJ302,,,,,AY429073.1:1..3768,1,821,SARS coronavirus BJ302
1920,AAR07624.1,SARS coronavirus BJ302,,,,,AY429072.1:1..3768,1,821,SARS coronavirus BJ302
1921,AAV97995.1,SARS coronavirus C013,,,,palm civets,AY687365.1:1..3768,1,822,SARS coronavirus C013
1922,AAV97996.1,SARS coronavirus C014,,,,palm civets,AY687366.1:1..3768,1,823,SARS coronavirus C014
1923,AAV97997.1,SARS coronavirus C017,,,,palm civets,AY687367.1:1..3768,1,824,SARS coronavirus C017
1924,AAV97998.1,SARS coronavirus C018,,,,palm civets,AY687368.1:1..3768,1,825,SARS coronavirus C018
1925,AAV97999.1,SARS coronavirus C019,,,,palm civets,AY687369.1:1..3768,1,826,SARS coronavirus C019
1926,AAV98000.1,SARS coronavirus C025,,,,palm civets,AY687370.1:1..3768,1,827,SARS coronavirus C025
1927,AAV98001.1,SARS coronavirus C028,,,,palm civets,AY687371.1:1..3768,1,828,SARS coronavirus C028
1928,AAV98002.1,SARS coronavirus C029,,,,palm civets,AY687372.1:1..3768,1,829,SARS coronavirus C029
1929,AAU81608.1,SARS Coronavirus CDC#200301157,,USA,,sputum of SARS patient clinical specimen #809940,AY714217.1:21492..25259,1,830,SARS Coronavirus CDC#200301157
1930,AAU04649.1,SARS coronavirus civet010,,China: Southern China,civet,rectal swab,AY572035.1:21444..25211,1,831,civet010
1931,AAU04661.1,SARS coronavirus civet014,,China: Southern China,civet,rectal swab,AY572036.1:1..3768,1,832,civet014
1932,AAU04662.1,SARS coronavirus civet019,,China: Southern China,civet,rectal swab,AY572037.1:1..3768,1,833,civet019
1933,AAU04664.1,SARS coronavirus civet020,,China: Southern China,civet,rectal swab,AY572038.1:21421..25188,1,834,civet020
1934,ABF68958.1,SARS coronavirus CS21,,,palm civet cats,,DQ514531.1:394..4161,1,835,CS21
1935,ABF68959.1,SARS coronavirus CS24,,,palm civet cats,,DQ514532.1:384..4151,1,836,CS24
1936,AAS01063.1,SARS coronavirus CUHK-L2,,,,,AH013657.2:<9093..9381,1,840,SARS coronavirus CUHK-L2
1937,AAS01062.1,SARS coronavirus CUHK-L2,,,,,AH013657.2:<7850..>8992,1,840,SARS coronavirus CUHK-L2
1938,AAS48579.1,SARS coronavirus cw037,,China,,clinical urine sample of recovered SARS patient,AY541757.1:<1..>816,1,843,cw037
1939,AAS48578.1,SARS coronavirus cw049,,China,,clinical urine sample of recovered SARS patient,AY541756.1:<1..>843,1,844,cw049
1940,ABF68956.1,SARS coronavirus ES191,,,palm civet cats,,DQ514529.1:395..4162,1,845,ES191
1941,ABF68957.1,SARS coronavirus ES260,,,palm civet cats,,DQ514530.1:382..4149,1,846,ES260
1942,AAP50485.1,SARS coronavirus FRA,,,,"patient from Frankfurt, Germany",AY310120.1:21492..25259,1,847,FRA
1943,BAF42873.1,SARS coronavirus Frankfurt1-v01,,,,,AB263618.1:1..3768,1,849,Frankfurt1-v01
1944,AAP51227.1,SARS coronavirus GD01,,,,,AY278489.2:21476..25243,1,850,GD01
1945,AAS10463.1,SARS coronavirus GD03T0013,,"China: Guangzhou, Guangdong",,oropharyngeal swab of SARS patient,AY525636.1:1..3768,1,851,SARS coronavirus GD03T0013
1946,ABE77216.1,SARS coronavirus GD322,2003-10-16 00:00:00,China: Guang Dong,,,DQ407820.1:1..>2163,1,852,GD322
1947,AAS00003.1,SARS coronavirus GZ02,,China: Guangzhou,,,AY390556.1:21492..25259,1,859,GZ02
1948,AAU93320.1,SARS coronavirus GZ0403,,China,,SARS patient 2003,AY613953.1:1..3768,1,862,GZ0403
1949,AAT74874.1,SARS coronavirus HHS-2004,,China: Beijing,,,AY648300.1:1..3768,1,871,Beijing
1950,AFK10254.1,SARS coronavirus HKU-39849,2003-04-16 00:00:00,United Kingdom,,Vero cells,JN854286.1:21492..25259,1,873,recSARS-CoV HKU-39849
1951,AFD56973.1,SARS coronavirus HKU-39849,2003-04-16 00:00:00,United Kingdom,,,JQ316196.1:21492..25259,1,873,HKU-39849
1952,ADC35511.1,SARS coronavirus HKU-39849,2007-12-05 00:00:00,USA,Chlorocebus aethiops,green monkey lung,GU553365.1:21452..25219,1,873,HKU-39849
1953,ADC35497.1,SARS coronavirus HKU-39849,2003-06-07 00:00:00,China: Hong Kong,Homo sapiens,,GU553364.1:21452..25219,1,873,HKU-39849
1954,ADC35483.1,SARS coronavirus HKU-39849,2003-06-07 00:00:00,China: Hong Kong,Homo sapiens,,GU553363.1:21452..25219,1,873,HKU-39849
1955,AAP72986.1,SARS coronavirus HSR 1,,Italy,,second passage virus isolate grown in VERO cells inoculated with sputum sample from Italian patient,AY323977.2:21492..25259,1,878,HSR 1
1956,AAR91586.1,SARS coronavirus NS-1,,,,,AY508724.1:21476..25243,1,898,NS-1
1957,ACQ82725.1,SARS coronavirus P2,2004-08-10 00:00:00,USA,Homo sapiens,,FJ882963.1:21473..25240,1,899,P2
1958,AAV49719.1,SARS coronavirus PC4-115,,China,,palm civet,AY627044.1:1..3768,1,900,SARS coronavirus PC4-115
1959,AAU93318.1,SARS coronavirus PC4-127,,China,,palm civet,AY613951.1:1..3768,1,901,PC4-127
1960,AAV49720.1,SARS coronavirus PC4-137,,China,,palm civet,AY627045.1:1..3768,1,904,SARS coronavirus PC4-137
1961,AAV49721.1,SARS coronavirus PC4-145,,China,,palm civet,AY627046.1:1..3768,1,905,SARS coronavirus PC4-145
1962,AAV49722.1,SARS coronavirus PC4-199,,China,,palm civet,AY627047.1:1..3768,1,906,SARS coronavirus PC4-199
1963,AAU93319.1,SARS coronavirus PC4-205,,China,,palm civet,AY613952.1:1..3768,1,907,PC4-205
1964,AAV49723.1,SARS coronavirus PC4-241,,China,,palm civet,AY627048.1:1..3768,1,909,SARS coronavirus PC4-241
1965,ACU31032.1,SARS coronavirus Rs_672/2006,2006-01-01 00:00:00,China,Rhinolophus sinicus,,FJ588686.1:20894..24619,1,913,Rs672
1966,AAS48580.1,SARS coronavirus sf098,,China,,clinical stool sample of SARS patient,AY541758.1:<1..>811,1,914,sf098
1967,AAS48582.1,SARS coronavirus sf098,,China,,clinical stool sample of SARS patient,AY541759.1:805..>1068,1,914,sf098
1968,AAR86788.1,SARS coronavirus ShanghaiQXC1,,,,,AY463059.1:21413..25180,1,916,ShanghaiQXC1
1969,AAR86775.1,SARS coronavirus ShanghaiQXC2,,,,,AY463060.1:20834..24601,1,917,ShanghaiQXC2
1970,AAP82968.1,SARS coronavirus Shanhgai LY,,China: Shanghai,,,AH012999.2:12975..16742,1,918,SARS coronavirus Shanhgai LY
1971,AAR23250.1,SARS coronavirus Sino1-11,,,,,AY485277.1:21492..25259,1,938,Sino1-11
1972,AAR23258.1,SARS coronavirus Sino3-11,,,,,AY485278.1:21492..25259,1,939,Sino3-11
1973,AAQ01597.1,SARS coronavirus Taiwan TC1,,,,,AY338174.1:21423..25190,1,950,TC1
1974,AAQ01609.1,SARS coronavirus Taiwan TC2,,,,,AY338175.1:21423..25190,1,951,TC2
1975,AAP97882.1,SARS coronavirus Taiwan TC3,,Taiwan,,clinical specimen,AY348314.1:21423..25190,1,952,TC3
1976,AAT76147.1,SARS coronavirus TJF,,,,,AY654624.1:21491..25258,1,954,TJF
1977,AAS44775.1,SARS coronavirus TW-GD1,,,,,AY451899.1:256..>1594,1,957,TW-GD1_SC22-23
1978,AAS44777.1,SARS coronavirus TW-GD2,,,,,AY451900.1:256..>1594,1,958,TW-GD2_SC22-23
1979,AAS44779.1,SARS coronavirus TW-GD3,,,,,AY451901.1:256..>1591,1,959,TW-GD3_SC22-23
1980,AAS44781.1,SARS coronavirus TW-GD4,,,,,AY451902.1:256..>1591,1,960,TW-GD4_SC22-23
1981,AAS44783.1,SARS coronavirus TW-GD5,,,,,AY451903.1:256..>1594,1,961,TW-GD5_SC22-23
1982,AAS44761.1,SARS coronavirus TW-HP1,,,,,AY451892.1:256..>1594,1,962,TW-HP1_SC22-23
1983,AAS44763.1,SARS coronavirus TW-HP2,,,,,AY451893.1:256..>1594,1,963,TW-HP2_SC22-23
1984,AAS44765.1,SARS coronavirus TW-HP3,,,,,AY451894.1:256..>1594,1,964,TW-HP3_SC22-23
1985,AAS44767.1,SARS coronavirus TW-HP4,,,,,AY451895.1:256..>1594,1,965,TW-HP4_SC22-23
1986,AAS44769.1,SARS coronavirus TW-JC2,,,,,AY451896.1:256..>1594,1,966,TW-JC2_SC22-23
1987,AAS44771.1,SARS coronavirus TW-KC1,,,,,AY451897.1:256..>1594,1,967,TW-KC1_SC22-23
1988,AAS44773.1,SARS coronavirus TW-KC3,,,,,AY451898.1:256..>1594,1,968,TW-KC3_SC22-23
1989,AAS44793.1,SARS coronavirus TW-PH1,,,,,AY451908.1:256..>1594,1,969,TW-PH1_SC22-23
1990,AAS44795.1,SARS coronavirus TW-PH2,,,,,AY451909.1:256..>1594,1,970,TW-PH2_SC22-23
1991,AAS44785.1,SARS coronavirus TW-YM1,,,,,AY451904.1:256..>1594,1,971,TW-YM1_SC22-23
1992,AAS44787.1,SARS coronavirus TW-YM2,,,,,AY451905.1:256..>1594,1,972,TW-YM2_SC22-23
1993,AAS44789.1,SARS coronavirus TW-YM3,,,,,AY451906.1:256..>1591,1,973,TW-YM3_SC22-23
1994,AAS44791.1,SARS coronavirus TW-YM4,,,,,AY451907.1:256..>1594,1,974,TW-YM4_SC22-23
1995,BAC81348.1,SARS coronavirus TWH,,,,cultured virus from patient #01 with severe acute respiratory syndrome (SARS),AP006557.1:21492..25259,1,989,TWH
1996,BAC81362.1,SARS coronavirus TWJ,,,,primary sample from patient #43 with severe acute respiratory syndrome (SARS),AP006558.1:21492..25259,1,990,TWJ
1997,BAC81376.1,SARS coronavirus TWK,,,,primary sample from patient #06 with severe acute respiratory syndrome (SARS),AP006559.1:21492..25259,1,991,TWK
1998,BAC81390.1,SARS coronavirus TWS,,,,primary sample from patient #04 with severe acute respiratory syndrome (SARS),AP006560.1:21492..25259,1,992,TWS
1999,BAC81404.1,SARS coronavirus TWY,,,,primary sample from patient #02 with severe acute respiratory syndrome (SARS),AP006561.1:21492..25259,1,993,TWY
2000,QJE50589.1,SARS coronavirus Urbani,,,mouse,,MT308984.1:21492..25262,1,994,SARS coronavirus Urbani
2001,AYV99817.1,SARS coronavirus Urbani,2017-06-01 00:00:00,USA,Homo sapiens,,MK062184.1:21494..25261,1,994,Urbani
2002,AYV99803.1,SARS coronavirus Urbani,2017-05-31 00:00:00,USA,Homo sapiens,,MK062183.1:21494..25261,1,994,Urbani
2003,AYV99789.1,SARS coronavirus Urbani,2017-05-30 00:00:00,USA,Homo sapiens,,MK062182.1:21492..25259,1,994,Urbani
2004,AYV99775.1,SARS coronavirus Urbani,2017-05-29 00:00:00,USA,Homo sapiens,,MK062181.1:21492..25259,1,994,Urbani
2005,AYV99761.1,SARS coronavirus Urbani,2017-05-28 00:00:00,USA,Homo sapiens,,MK062180.1:21492..25259,1,994,Urbani
2006,AYV99747.1,SARS coronavirus Urbani,2017-05-27 00:00:00,USA,Homo sapiens,,MK062179.1:21492..25259,1,994,Urbani
2007,AAP13441.1,SARS coronavirus Urbani,,,,,AY278741.1:21492..25259,1,994,Urbani
2008,ABF68955.1,SARS coronavirus WF188,,,palm civet cats,,DQ514528.1:394..4161,1,996,WF188
2009,AAX16192.1,SARS coronavirus WH20,,,,,AY772062.1:21502..25269,1,997,WH20
2010,AAP73417.1,SARS coronavirus ZJ01,,,,,AY323976.1:1..3768,1,1000,ZJ01
2011,AAR33050.1,SARS coronavirus ZJ01,,China: Hangzhou,,cultured virus in Vero cell inoculated with throat swab from patient with severe acute respiratory syndrome (SARS),AY286320.4:21476..25243,1,1000,ZJ01b
2012,ACB69849.1,SARS coronavirus ZJ02,,,,,EU371559.1:21492..25259,1,1001,SARS coronavirus ZJ02
2013,ABB29898.2,SARS coronavirus ZJ02,2003-01-01 00:00:00,China: Zhejiang,,,DQ231462.2:1..3768,1,1001,ZJ02
2014,ABA02260.1,SARS coronavirus ZJ0301,2003-04-21 00:00:00,China: Hangzhou,,cultured virus in Vero cell inoculated with throat swab from the first patient with severe acute respiratory syndrome (SARS) in Zhejiang,DQ182595.1:21476..25243,1,1002,ZJ0301
2015,QHO60594.1,Severe acute respiratory syndrome coronavirus 2,2020-01-19 00:00:00,USA,Homo sapiens,oropharyngeal swab,MN985325.1:21563..25384,1,1009,SARS-CoV-2/human/USA/USA-WA1/2020
2016,QIX07431.1,Severe acute respiratory syndrome coronavirus 2,2020-03-19 00:00:00,,Homo sapiens,,MT318827.1:21563..25384,1,1009,SARS-CoV-2/human/DEU/HH-1/2020
2017,QIS30125.1,Severe acute respiratory syndrome coronavirus 2,2020-03-18 00:00:00,"USA: San Francisco, CA",Homo sapiens,nasopharyngeal/oropharyngeal swab,MT258383.1:21547..25368,1,1009,SARS-CoV-2/human/USA/CZB-RR057-015/2020
2018,QIS30115.1,Severe acute respiratory syndrome coronavirus 2,2020-03-18 00:00:00,"USA: San Francisco, CA",Homo sapiens,nasopharyngeal/oropharyngeal swab,MT258382.1:21545..25366,1,1009,SARS-CoV-2/human/USA/CZB-RR057-014/2020
2019,QIS30105.1,Severe acute respiratory syndrome coronavirus 2,2020-03-18 00:00:00,"USA: San Francisco, CA",Homo sapiens,nasopharyngeal/oropharyngeal swab,MT258381.1:21559..25380,1,1009,SARS-CoV-2/human/USA/CZB-RR057-013/2020
2020,QIS30095.1,Severe acute respiratory syndrome coronavirus 2,2020-03-18 00:00:00,"USA: San Francisco, CA",Homo sapiens,nasopharyngeal/oropharyngeal swab,MT258380.1:21550..25371,1,1009,SARS-CoV-2/human/USA/CZB-RR057-011/2020
2021,QIS30085.1,Severe acute respiratory syndrome coronavirus 2,2020-03-18 00:00:00,"USA: San Francisco, CA",Homo sapiens,nasopharyngeal/oropharyngeal swab,MT258379.1:21552..25373,1,1009,SARS-CoV-2/human/USA/CZB-RR057-007/2020
2022,QIS30075.1,Severe acute respiratory syndrome coronavirus 2,2020-03-18 00:00:00,"USA: San Francisco, CA",Homo sapiens,nasopharyngeal/oropharyngeal swab,MT258378.1:21552..25373,1,1009,SARS-CoV-2/human/USA/CZB-RR057-006/2020
2023,QIS30065.1,Severe acute respiratory syndrome coronavirus 2,2020-03-18 00:00:00,"USA: San Francisco, CA",Homo sapiens,nasopharyngeal/oropharyngeal swab,MT258377.1:21548..25369,1,1009,SARS-CoV-2/human/USA/CZB-RR057-005/2020
2024,P0DTC2.1,Severe acute respiratory syndrome coronavirus 2,,,Homo sapiens (Human),,,1,1009,Severe acute respiratory syndrome coronavirus 2
2025,QJD07676.1,Severe acute respiratory syndrome coronavirus 2,2020-01-30 00:00:00,Hong Kong,Homo sapiens,saliva,MT365032.1:21559..25380,1,1009,SARS-CoV-2/human/HKG/HKU-904a/2020
2026,QJD07664.1,Severe acute respiratory syndrome coronavirus 2,2020-02-02 00:00:00,Hong Kong,Homo sapiens,nasopharyngeal aspirate/throat swab,MT365031.1:21563..25384,1,1009,SARS-CoV-2/human/HKG/HKU-915a/2020
2027,QJD07652.1,Severe acute respiratory syndrome coronavirus 2,2020-01-31 00:00:00,Hong Kong,Homo sapiens,nasopharyngeal aspirate/throat swab,MT365030.1:21563..25384,1,1009,SARS-CoV-2/human/HKG/HKU-913a/2020
2028,QJD07640.1,Severe acute respiratory syndrome coronavirus 2,2020-01-30 00:00:00,Hong Kong,Homo sapiens,nasopharyngeal aspirate/throat swab,MT365029.1:21563..25384,1,1009,SARS-CoV-2/human/HKG/HKU-911a/2020
2029,QJD07628.1,Severe acute respiratory syndrome coronavirus 2,2020-01-24 00:00:00,Hong Kong,Homo sapiens,nasopharyngeal aspirate/throat swab,MT365028.1:21563..25384,1,1009,SARS-CoV-2/human/HKG/HKU-905a/2020
2030,QIZ97062.1,Severe acute respiratory syndrome coronavirus 2,2020-03-17 00:00:00,"USA: Maricopa County, Arizona",Homo sapiens,nasopharyngeal swab,MT339041.1:21563..25384,1,1009,SARS-CoV-2/human/USA/AZ-ASU2936/2020
2031,QIT08304.1,Severe acute respiratory syndrome coronavirus 2,2020-03-16 00:00:00,Hong Kong,Homo sapiens,,MT270815.1:21524..25345,1,1009,SARS-CoV-2/human/HKG/case163_VM20009579/2020
2032,QIT08292.1,Severe acute respiratory syndrome coronavirus 2,2020-03-18 00:00:00,Hong Kong,canine,,MT270814.1:21524..25345,1,1009,SARS-CoV-2/canine/HKG/20-03695/2020
2033,QJD07688.1,Severe acute respiratory syndrome coronavirus 2,2020-04-02 00:00:00,USA: New York,Panthera tigris jacksoni,oral swab; nasal swab; tracheal wash,MT365033.1:21557..25378,1,1009,SARS-CoV-2/tiger/NY/040420/2020
2034,QIS61434.1,Severe acute respiratory syndrome coronavirus 2,2020-03-15 00:00:00,USA: WA,Homo sapiens,,MT263458.1:21550..25371,1,1009,SARS-CoV-2/human/USA/WA-UW378/2020
2035,QIS61422.1,Severe acute respiratory syndrome coronavirus 2,2020-03-15 00:00:00,USA: WA,Homo sapiens,,MT263457.1:21489..25310,1,1009,SARS-CoV-2/human/USA/WA-UW390/2020
2036,QIS61410.1,Severe acute respiratory syndrome coronavirus 2,2020-03-24 00:00:00,USA: WA,Homo sapiens,,MT263456.1:21437..25258,1,1009,SARS-CoV-2/human/USA/WA-UW376/2020
2037,QIS61398.1,Severe acute respiratory syndrome coronavirus 2,2020-03-24 00:00:00,USA: WA,Homo sapiens,,MT263455.1:21437..25258,1,1009,SARS-CoV-2/human/USA/WA-UW375/2020
2038,QIS61386.1,Severe acute respiratory syndrome coronavirus 2,2020-03-01 00:00:00,USA: WA,Homo sapiens,,MT263454.1:21528..25349,1,1009,SARS-CoV-2/human/USA/WA-UW374/2020
2039,QIS61374.1,Severe acute respiratory syndrome coronavirus 2,2020-03-24 00:00:00,USA: WA,Homo sapiens,,MT263453.1:21437..25258,1,1009,SARS-CoV-2/human/USA/WA-UW373/2020
2040,QIS61362.1,Severe acute respiratory syndrome coronavirus 2,2020-03-17 00:00:00,USA: WA,Homo sapiens,,MT263452.1:21532..25353,1,1009,SARS-CoV-2/human/USA/WA-UW372/2020
2041,QIS61350.1,Severe acute respiratory syndrome coronavirus 2,2020-03-16 00:00:00,USA: WA,Homo sapiens,,MT263451.1:21415..25236,1,1009,SARS-CoV-2/human/USA/WA-UW371/2020
2042,QIS61338.1,Severe acute respiratory syndrome coronavirus 2,2020-03-24 00:00:00,USA: WA,Homo sapiens,,MT263450.1:21532..25353,1,1009,SARS-CoV-2/human/USA/WA-UW370/2020
2043,QIS61326.1,Severe acute respiratory syndrome coronavirus 2,2020-03-24 00:00:00,USA: WA,Homo sapiens,,MT263449.1:21490..25311,1,1009,SARS-CoV-2/human/USA/WA-UW369/2020
2044,QIS61314.1,Severe acute respiratory syndrome coronavirus 2,2020-03-16 00:00:00,USA: WA,Homo sapiens,,MT263448.1:21489..25310,1,1009,SARS-CoV-2/human/USA/WA-UW368/2020
2045,QIS61302.1,Severe acute respiratory syndrome coronavirus 2,2020-03-14 00:00:00,USA: WA,Homo sapiens,,MT263447.1:21529..25350,1,1009,SARS-CoV-2/human/USA/WA-UW367/2020
2046,QIS61290.1,Severe acute respiratory syndrome coronavirus 2,2020-03-24 00:00:00,USA: WA,Homo sapiens,,MT263446.1:21557..25378,1,1009,SARS-CoV-2/human/USA/WA-UW366/2020
2047,QIS61278.1,Severe acute respiratory syndrome coronavirus 2,2020-03-24 00:00:00,USA: WA,Homo sapiens,,MT263445.1:21561..25382,1,1009,SARS-CoV-2/human/USA/WA-UW365/2020
2048,QIS61266.1,Severe acute respiratory syndrome coronavirus 2,2020-03-20 00:00:00,USA: WA,Homo sapiens,,MT263444.1:21529..25350,1,1009,SARS-CoV-2/human/USA/WA-UW364/2020
2049,QIS61254.1,Severe acute respiratory syndrome coronavirus 2,2020-03-24 00:00:00,USA: WA,Homo sapiens,,MT263443.1:21536..25357,1,1009,SARS-CoV-2/human/USA/WA-UW363/2020
2050,QIS61242.1,Severe acute respiratory syndrome coronavirus 2,2020-03-24 00:00:00,USA: WA,Homo sapiens,,MT263442.1:21480..25301,1,1009,SARS-CoV-2/human/USA/WA-UW362/2020
2051,QIS61230.1,Severe acute respiratory syndrome coronavirus 2,2020-03-24 00:00:00,USA: WA,Homo sapiens,,MT263441.1:21459..25280,1,1009,SARS-CoV-2/human/USA/WA-UW361/2020
2052,QIS61218.1,Severe acute respiratory syndrome coronavirus 2,2020-03-24 00:00:00,USA: WA,Homo sapiens,,MT263440.1:21512..25333,1,1009,SARS-CoV-2/human/USA/WA-UW360/2020
2053,QIS61206.1,Severe acute respiratory syndrome coronavirus 2,2020-03-24 00:00:00,USA: WA,Homo sapiens,,MT263439.1:21531..25352,1,1009,SARS-CoV-2/human/USA/WA-UW359/2020
2054,QIS61194.1,Severe acute respiratory syndrome coronavirus 2,2020-03-01 00:00:00,USA,Homo sapiens,,MT263438.1:21532..25353,1,1009,SARS-CoV-2/human/USA/UNKNOWN-UW358/2020
2055,QIS61182.1,Severe acute respiratory syndrome coronavirus 2,2020-03-14 00:00:00,USA: WA,Homo sapiens,,MT263437.1:21532..25353,1,1009,SARS-CoV-2/human/USA/WA-UW357/2020
2056,QIS61170.1,Severe acute respiratory syndrome coronavirus 2,2020-03-24 00:00:00,USA: WA,Homo sapiens,,MT263436.1:21537..25358,1,1009,SARS-CoV-2/human/USA/WA-UW356/2020
2057,QIS61158.1,Severe acute respiratory syndrome coronavirus 2,2020-03-24 00:00:00,USA: WA,Homo sapiens,,MT263435.1:21545..25366,1,1009,SARS-CoV-2/human/USA/WA-UW355/2020
2058,QIS61146.1,Severe acute respiratory syndrome coronavirus 2,2020-03-24 00:00:00,USA: WA,Homo sapiens,,MT263434.1:21489..25310,1,1009,SARS-CoV-2/human/USA/WA-UW354/2020
2059,QIS61134.1,Severe acute respiratory syndrome coronavirus 2,2020-03-13 00:00:00,USA: IL,Homo sapiens,,MT263433.1:21532..25353,1,1009,SARS-CoV-2/human/USA/IL-UW353/2020
